company_id,year,operating_activity,investing_activity,financing_activity,pattern_label,cfo_sign,cfi_sign,cff_sign
ICICIGI,Mar 2016,511.0,-310.0,-148.0,Shareholder Returns,1.0,-1.0,-1.0
ICICIGI,Mar 2017,1628.0,-1990.0,361.0,Mixed,1.0,-1.0,1.0
ICICIGI,Mar 2018,2390.0,-1896.0,-96.0,Shareholder Returns,1.0,-1.0,-1.0
ICICIGI,Mar 2019,2976.0,-2856.0,-310.0,Shareholder Returns,1.0,-1.0,-1.0
ICICIGI,Mar 2020,3433.0,-3382.0,-420.0,Shareholder Returns,1.0,-1.0,-1.0
ICICIGI,Mar 2021,1774.0,-1367.0,-212.0,Shareholder Returns,1.0,-1.0,-1.0
ICICIGI,Mar 2022,809.0,135.0,-879.0,Liquidating Assets,1.0,1.0,-1.0
ICICIGI,Mar 2023,2290.0,-1685.0,-695.0,Shareholder Returns,1.0,-1.0,-1.0
ICICIGI,Mar 2024,2407.0,-1921.0,-355.0,Shareholder Returns,1.0,-1.0,-1.0
ICICIGI,TTM,,,,Mixed,,,
ICICIPRULI,Mar 2013,-2641.0,1564.0,-514.0,Mixed,-1.0,1.0,-1.0
ICICIPRULI,Mar 2014,-2382.0,6012.0,-1091.0,Mixed,-1.0,1.0,-1.0
ICICIPRULI,Mar 2015,523.0,-1822.0,-966.0,Reinvestor,1.0,-1.0,-1.0
ICICIPRULI,Mar 2016,3634.0,27.0,-1442.0,Liquidating Assets,1.0,1.0,-1.0
ICICIPRULI,Mar 2017,4130.0,-696.0,-994.0,Shareholder Returns,1.0,-1.0,-1.0
ICICIPRULI,Mar 2018,5690.0,-5389.0,-1188.0,Shareholder Returns,1.0,-1.0,-1.0
ICICIPRULI,Mar 2019,11377.0,-7559.0,-843.0,Shareholder Returns,1.0,-1.0,-1.0
ICICIPRULI,Mar 2020,8596.0,-10797.0,-405.0,Shareholder Returns,1.0,-1.0,-1.0
ICICIPRULI,Mar 2021,7314.0,-5084.0,1205.0,Mixed,1.0,-1.0,1.0
ICICIPRULI,Mar 2022,1831.0,-816.0,-319.0,Shareholder Returns,1.0,-1.0,-1.0
ICICIPRULI,Mar 2023,89.0,-1145.0,-112.0,Reinvestor,1.0,-1.0,-1.0
ICICIPRULI,Mar 2024,-7315.0,7420.0,-88.0,Mixed,-1.0,1.0,-1.0
ICICIPRULI,TTM,,,,Mixed,,,
INDIGO,Mar 2013,1741.0,-1890.0,36.0,Mixed,1.0,-1.0,1.0
INDIGO,Mar 2014,1595.0,-2914.0,1285.0,Mixed,1.0,-1.0,1.0
INDIGO,Mar 2015,2384.0,-940.0,-1308.0,Shareholder Returns,1.0,-1.0,-1.0
INDIGO,Mar 2016,3116.0,-1337.0,-1220.0,Shareholder Returns,1.0,-1.0,-1.0
INDIGO,Mar 2017,3782.0,-3033.0,-1401.0,Shareholder Returns,1.0,-1.0,-1.0
INDIGO,Mar 2018,3903.0,-4152.0,766.0,Mixed,1.0,-1.0,1.0
INDIGO,Mar 2019,3160.0,-2526.0,-592.0,Shareholder Returns,1.0,-1.0,-1.0
INDIGO,Mar 2020,6943.0,-4573.0,-2407.0,Reinvestor,1.0,-1.0,-1.0
INDIGO,Mar 2021,-1620.0,3228.0,-1775.0,Mixed,-1.0,1.0,-1.0
INDIGO,Mar 2022,2064.0,1527.0,-3088.0,Liquidating Assets,1.0,1.0,-1.0
INDIGO,Mar 2023,12703.0,-4039.0,-8432.0,Reinvestor,1.0,-1.0,-1.0
INDIGO,Mar 2024,21183.0,-11759.0,-9979.0,Shareholder Returns,1.0,-1.0,-1.0
INDIGO,TTM,,,,Mixed,,,
INDUSINDBK,Mar 2013,-486.0,-174.0,1969.0,Growth Funded by Debt,-1.0,-1.0,1.0
INDUSINDBK,Mar 2014,-4106.0,-174.0,4200.0,Growth Funded by Debt,-1.0,-1.0,1.0
INDUSINDBK,Mar 2015,-1421.0,-276.0,5707.0,Growth Funded by Debt,-1.0,-1.0,1.0
INDUSINDBK,Mar 2016,-2927.0,-258.0,2517.0,Growth Funded by Debt,-1.0,-1.0,1.0
INDUSINDBK,Mar 2017,11569.0,-285.0,-2768.0,Shareholder Returns,1.0,-1.0,-1.0
INDUSINDBK,Mar 2018,-20700.0,-217.0,15505.0,Growth Funded by Debt,-1.0,-1.0,1.0
INDUSINDBK,Mar 2019,-6389.0,-633.0,8590.0,Growth Funded by Debt,-1.0,-1.0,1.0
INDUSINDBK,Mar 2020,-12039.0,526.0,12733.0,Distress Signal,-1.0,1.0,1.0
INDUSINDBK,Mar 2021,44646.0,-226.0,-4096.0,Shareholder Returns,1.0,-1.0,-1.0
INDUSINDBK,Mar 2022,16600.0,-351.0,-4302.0,Shareholder Returns,1.0,-1.0,-1.0
INDUSINDBK,Mar 2023,-12438.0,-441.0,1115.0,Growth Funded by Debt,-1.0,-1.0,1.0
INDUSINDBK,Mar 2024,-16843.0,-625.0,-2242.0,Pre-Revenue,-1.0,-1.0,-1.0
INDUSINDBK,TTM,,,,Mixed,,,
INFY,Mar 2013,7373.0,-2922.0,-3210.0,Reinvestor,1.0,-1.0,-1.0
INFY,Mar 2014,9825.0,-2563.0,-3144.0,Reinvestor,1.0,-1.0,-1.0
INFY,Mar 2015,8353.0,999.0,-4935.0,Liquidating Assets,1.0,1.0,-1.0
INFY,Mar 2016,10028.0,-885.0,-6813.0,Reinvestor,1.0,-1.0,-1.0
INFY,Mar 2017,11531.0,-14664.0,-6939.0,Reinvestor,1.0,-1.0,-1.0
INFY,Mar 2018,13218.0,4533.0,-20505.0,Liquidating Assets,1.0,1.0,-1.0
INFY,Mar 2019,14841.0,-632.0,-14512.0,Reinvestor,1.0,-1.0,-1.0
INFY,Mar 2020,17003.0,-331.0,-17591.0,Shareholder Returns,1.0,-1.0,-1.0
INFY,Mar 2021,23224.0,-7373.0,-9786.0,Shareholder Returns,1.0,-1.0,-1.0
INFY,Mar 2022,23885.0,-6485.0,-24642.0,Shareholder Returns,1.0,-1.0,-1.0
INFY,Mar 2023,22467.0,-1071.0,-26695.0,Reinvestor,1.0,-1.0,-1.0
INFY,Mar 2024,25210.0,-5093.0,-17504.0,Reinvestor,1.0,-1.0,-1.0
INFY,TTM,,,,Mixed,,,
IOC,Mar 2013,9340.0,-9294.0,352.0,Mixed,1.0,-1.0,1.0
IOC,Mar 2014,24195.0,-18594.0,-3116.0,Shareholder Returns,1.0,-1.0,-1.0
IOC,Mar 2015,46092.0,-10215.0,-38283.0,Shareholder Returns,1.0,-1.0,-1.0
IOC,Mar 2016,25624.0,-13610.0,-11890.0,Shareholder Returns,1.0,-1.0,-1.0
IOC,Mar 2017,28216.0,-17684.0,-10937.0,Shareholder Returns,1.0,-1.0,-1.0
IOC,Mar 2018,29115.0,-17119.0,-12007.0,Shareholder Returns,1.0,-1.0,-1.0
IOC,Mar 2019,12747.0,-22569.0,10436.0,Mixed,1.0,-1.0,1.0
IOC,Mar 2020,7146.0,-29101.0,22456.0,Mixed,1.0,-1.0,1.0
IOC,Mar 2021,49650.0,-22935.0,-27369.0,Shareholder Returns,1.0,-1.0,-1.0
IOC,Mar 2022,25747.0,-21294.0,-4058.0,Shareholder Returns,1.0,-1.0,-1.0
IOC,Mar 2023,29644.0,-28030.0,-1794.0,Shareholder Returns,1.0,-1.0,-1.0
IOC,Mar 2024,71099.0,-31464.0,-39385.0,Shareholder Returns,1.0,-1.0,-1.0
IOC,TTM,,,,Mixed,,,
IRCTC,Mar 2015,69.0,-46.0,-17.0,Reinvestor,1.0,-1.0,-1.0
IRCTC,Mar 2016,288.0,7.0,-31.0,Liquidating Assets,1.0,1.0,-1.0
IRCTC,Mar 2017,338.0,94.0,-136.0,Liquidating Assets,1.0,1.0,-1.0
IRCTC,Mar 2018,24.0,40.0,-57.0,Liquidating Assets,1.0,1.0,-1.0
IRCTC,Mar 2019,499.0,-353.0,-179.0,Shareholder Returns,1.0,-1.0,-1.0
IRCTC,Mar 2020,409.0,8.0,-280.0,Liquidating Assets,1.0,1.0,-1.0
IRCTC,Mar 2021,248.0,-453.0,-47.0,Shareholder Returns,1.0,-1.0,-1.0
IRCTC,Mar 2022,524.0,-242.0,-258.0,Reinvestor,1.0,-1.0,-1.0
IRCTC,Mar 2023,812.0,-317.0,-434.0,Reinvestor,1.0,-1.0,-1.0
IRCTC,Mar 2024,882.0,-215.0,-404.0,Reinvestor,1.0,-1.0,-1.0
IRCTC,TTM,,,,Mixed,,,
IRFC,Mar 2013,,,,Mixed,,,
IRFC,Mar 2014,,,,Mixed,,,
IRFC,Mar 2015,,,,Mixed,,,
IRFC,Mar 2016,-16378.0,2.0,17582.0,Distress Signal,-1.0,1.0,1.0
IRFC,Mar 2017,-19455.0,2.0,18250.0,Distress Signal,-1.0,1.0,1.0
IRFC,Mar 2018,-28076.0,2.0,28075.0,Distress Signal,-1.0,1.0,1.0
IRFC,Mar 2019,-41748.0,1.0,41749.0,Distress Signal,-1.0,1.0,1.0
IRFC,Mar 2020,-62701.0,1.0,62697.0,Distress Signal,-1.0,1.0,1.0
IRFC,Mar 2021,-89907.0,0.0,90202.0,Mixed,-1.0,0.0,1.0
IRFC,Mar 2022,-64412.0,-5.0,64266.0,Growth Funded by Debt,-1.0,-1.0,1.0
IRFC,Mar 2023,-28588.0,0.0,28644.0,Mixed,-1.0,0.0,1.0
IRFC,Mar 2024,7914.0,-8.0,-8046.0,Shareholder Returns,1.0,-1.0,-1.0
IRFC,TTM,,,,Mixed,,,
ITC,Mar 2013,7102.0,-3881.0,-3310.0,Reinvestor,1.0,-1.0,-1.0
ITC,Mar 2014,7344.0,-3254.0,-4122.0,Reinvestor,1.0,-1.0,-1.0
ITC,Mar 2015,9843.0,-5275.0,-4661.0,Shareholder Returns,1.0,-1.0,-1.0
ITC,Mar 2016,9799.0,-3921.0,-5613.0,Shareholder Returns,1.0,-1.0,-1.0
ITC,Mar 2017,10627.0,-3251.0,-7301.0,Shareholder Returns,1.0,-1.0,-1.0
ITC,Mar 2018,13169.0,-7114.0,-6221.0,Shareholder Returns,1.0,-1.0,-1.0
ITC,Mar 2019,12583.0,-5546.0,-6869.0,Reinvestor,1.0,-1.0,-1.0
ITC,Mar 2020,14690.0,-6174.0,-8181.0,Reinvestor,1.0,-1.0,-1.0
ITC,Mar 2021,12527.0,5740.0,-18634.0,Liquidating Assets,1.0,1.0,-1.0
ITC,Mar 2022,15776.0,-2238.0,-13580.0,Shareholder Returns,1.0,-1.0,-1.0
ITC,Mar 2023,18878.0,-5732.0,-13006.0,Reinvestor,1.0,-1.0,-1.0
ITC,Mar 2024,17179.0,1563.0,-18551.0,Liquidating Assets,1.0,1.0,-1.0
ITC,TTM,,,,Mixed,,,
JINDALSTEL,Mar 2013,3522.0,-9591.0,6111.0,Mixed,1.0,-1.0,1.0
JINDALSTEL,Mar 2014,4580.0,-12694.0,8879.0,Mixed,1.0,-1.0,1.0
JINDALSTEL,Mar 2015,1182.0,-6717.0,5708.0,Mixed,1.0,-1.0,1.0
JINDALSTEL,Mar 2016,4333.0,-2262.0,-2672.0,Reinvestor,1.0,-1.0,-1.0
JINDALSTEL,Mar 2017,6850.0,-1998.0,-5108.0,Reinvestor,1.0,-1.0,-1.0
JINDALSTEL,Mar 2018,7724.0,-1431.0,-6276.0,Reinvestor,1.0,-1.0,-1.0
JINDALSTEL,Mar 2019,9027.0,-832.0,-8261.0,Reinvestor,1.0,-1.0,-1.0
JINDALSTEL,Mar 2020,8814.0,-1476.0,-7016.0,Reinvestor,1.0,-1.0,-1.0
JINDALSTEL,Mar 2021,11961.0,-1884.0,-4612.0,Shareholder Returns,1.0,-1.0,-1.0
JINDALSTEL,Mar 2022,16048.0,-2331.0,-15120.0,Shareholder Returns,1.0,-1.0,-1.0
JINDALSTEL,Mar 2023,7347.0,-4090.0,-2500.0,Shareholder Returns,1.0,-1.0,-1.0
JINDALSTEL,Mar 2024,6008.0,-8344.0,1381.0,Mixed,1.0,-1.0,1.0
JINDALSTEL,TTM,,,,Mixed,,,
JIOFIN,Mar 2023,2055.0,-1110.0,-889.0,Shareholder Returns,1.0,-1.0,-1.0
JIOFIN,Mar 2024,-678.0,1441.0,-753.0,Mixed,-1.0,1.0,-1.0
JIOFIN,TTM,,,,Mixed,,,
JSWENERGY,Mar 2013,1725.0,-944.0,-684.0,Shareholder Returns,1.0,-1.0,-1.0
JSWENERGY,Mar 2014,2269.0,-363.0,-1859.0,Shareholder Returns,1.0,-1.0,-1.0
JSWENERGY,Mar 2015,3394.0,-422.0,-2327.0,Shareholder Returns,1.0,-1.0,-1.0
JSWENERGY,Mar 2016,3538.0,-3272.0,-1622.0,Shareholder Returns,1.0,-1.0,-1.0
JSWENERGY,Mar 2017,3853.0,-762.0,-2595.0,Shareholder Returns,1.0,-1.0,-1.0
JSWENERGY,Mar 2018,3934.0,-215.0,-3968.0,Shareholder Returns,1.0,-1.0,-1.0
JSWENERGY,Mar 2019,2491.0,-55.0,-2523.0,Shareholder Returns,1.0,-1.0,-1.0
JSWENERGY,Mar 2020,2082.0,301.0,-1962.0,Liquidating Assets,1.0,1.0,-1.0
JSWENERGY,Mar 2021,3700.0,-1030.0,-2515.0,Shareholder Returns,1.0,-1.0,-1.0
JSWENERGY,Mar 2022,2952.0,-1387.0,-781.0,Shareholder Returns,1.0,-1.0,-1.0
JSWENERGY,Mar 2023,2084.0,-6778.0,7327.0,Mixed,1.0,-1.0,1.0
JSWENERGY,Mar 2024,6234.0,-8197.0,1675.0,Mixed,1.0,-1.0,1.0
JSWENERGY,TTM,,,,Mixed,,,
JSWSTEEL,Mar 2013,5844.0,-5433.0,-791.0,Shareholder Returns,1.0,-1.0,-1.0
JSWSTEEL,Mar 2014,2594.0,-5618.0,3300.0,Mixed,1.0,-1.0,1.0
JSWSTEEL,Mar 2015,7876.0,-7372.0,-169.0,Shareholder Returns,1.0,-1.0,-1.0
JSWSTEEL,Mar 2016,6897.0,-3857.0,-3151.0,Reinvestor,1.0,-1.0,-1.0
JSWSTEEL,Mar 2017,7888.0,-5094.0,-2710.0,Shareholder Returns,1.0,-1.0,-1.0
JSWSTEEL,Mar 2018,12379.0,-4529.0,-8185.0,Shareholder Returns,1.0,-1.0,-1.0
JSWSTEEL,Mar 2019,14633.0,-11387.0,1753.0,Mixed,1.0,-1.0,1.0
JSWSTEEL,Mar 2020,12785.0,-19589.0,5189.0,Mixed,1.0,-1.0,1.0
JSWSTEEL,Mar 2021,18789.0,-7702.0,-3110.0,Shareholder Returns,1.0,-1.0,-1.0
JSWSTEEL,Mar 2022,26270.0,-14748.0,-14657.0,Shareholder Returns,1.0,-1.0,-1.0
JSWSTEEL,Mar 2023,23323.0,-10730.0,-5977.0,Shareholder Returns,1.0,-1.0,-1.0
JSWSTEEL,Mar 2024,12078.0,-14467.0,-5005.0,Shareholder Returns,1.0,-1.0,-1.0
JSWSTEEL,TTM,,,,Mixed,,,
KOTAKBANK,Mar 2013,2878.0,-9035.0,7099.0,Mixed,1.0,-1.0,1.0
KOTAKBANK,Mar 2014,9068.0,-1130.0,-5814.0,Shareholder Returns,1.0,-1.0,-1.0
KOTAKBANK,Mar 2015,2302.0,-4467.0,2426.0,Mixed,1.0,-1.0,1.0
KOTAKBANK,Mar 2016,5025.0,-2353.0,2024.0,Mixed,1.0,-1.0,1.0
KOTAKBANK,Mar 2017,13222.0,-5289.0,6055.0,Mixed,1.0,-1.0,1.0
KOTAKBANK,Mar 2018,-10392.0,-5475.0,14679.0,Growth Funded by Debt,-1.0,-1.0,1.0
KOTAKBANK,Mar 2019,1822.0,-3323.0,8365.0,Mixed,1.0,-1.0,1.0
KOTAKBANK,Mar 2020,46619.0,-13068.0,-735.0,Shareholder Returns,1.0,-1.0,-1.0
KOTAKBANK,Mar 2021,4881.0,-11172.0,-10072.0,Reinvestor,1.0,-1.0,-1.0
KOTAKBANK,Mar 2022,8308.0,-10903.0,7543.0,Mixed,1.0,-1.0,1.0
KOTAKBANK,Mar 2023,-1242.0,-10381.0,1883.0,Growth Funded by Debt,-1.0,-1.0,1.0
KOTAKBANK,Mar 2024,15685.0,-8919.0,15515.0,Mixed,1.0,-1.0,1.0
KOTAKBANK,TTM,,,,Mixed,,,
LICI,Mar 2019,13274.0,9636.0,-13700.0,Liquidating Assets,1.0,1.0,-1.0
LICI,Mar 2020,54367.0,-40415.0,-18664.0,Shareholder Returns,1.0,-1.0,-1.0
LICI,Mar 2021,80602.0,148447.0,-256125.0,Liquidating Assets,1.0,1.0,-1.0
LICI,Mar 2022,-3783.0,12531.0,0.0,Mixed,-1.0,1.0,0.0
LICI,Mar 2023,54519.0,-52848.0,-949.0,Shareholder Returns,1.0,-1.0,-1.0
LICI,Mar 2024,26122.0,-25269.0,-4427.0,Reinvestor,1.0,-1.0,-1.0
LICI,TTM,,,,Mixed,,,
LODHA,Mar 2011,,,,Mixed,,,
LODHA,Mar 2012,,,,Mixed,,,
LODHA,Mar 2015,,,,Mixed,,,
LODHA,Mar 2016,387.0,-854.0,330.0,Mixed,1.0,-1.0,1.0
LODHA,Mar 2017,1469.0,-1174.0,-312.0,Shareholder Returns,1.0,-1.0,-1.0
LODHA,Mar 2018,696.0,-651.0,24.0,Mixed,1.0,-1.0,1.0
LODHA,Mar 2019,-463.0,-175.0,736.0,Growth Funded by Debt,-1.0,-1.0,1.0
LODHA,Mar 2020,3772.0,182.0,-4188.0,Liquidating Assets,1.0,1.0,-1.0
LODHA,Mar 2021,2524.0,420.0,-2835.0,Liquidating Assets,1.0,1.0,-1.0
LODHA,Mar 2022,1998.0,1139.0,-2888.0,Liquidating Assets,1.0,1.0,-1.0
LODHA,Mar 2023,2750.0,1789.0,-3706.0,Liquidating Assets,1.0,1.0,-1.0
LODHA,Mar 2024,2512.0,-2947.0,951.0,Mixed,1.0,-1.0,1.0
LODHA,TTM,,,,Mixed,,,
LT,Mar 2013,-4355.0,-6922.0,11429.0,Growth Funded by Debt,-1.0,-1.0,1.0
LT,Mar 2014,-7143.0,-5510.0,13136.0,Growth Funded by Debt,-1.0,-1.0,1.0
LT,Mar 2015,-1365.0,-4778.0,7903.0,Growth Funded by Debt,-1.0,-1.0,1.0
LT,Mar 2016,-3240.0,-4627.0,7253.0,Growth Funded by Debt,-1.0,-1.0,1.0
LT,Mar 2017,6655.0,-9796.0,2896.0,Mixed,1.0,-1.0,1.0
LT,Mar 2018,-10031.0,3914.0,9370.0,Distress Signal,-1.0,1.0,1.0
LT,Mar 2019,-4756.0,-11023.0,15440.0,Growth Funded by Debt,-1.0,-1.0,1.0
LT,Mar 2020,6694.0,-8408.0,6372.0,Mixed,1.0,-1.0,1.0
LT,Mar 2021,23074.0,-5750.0,-15274.0,Shareholder Returns,1.0,-1.0,-1.0
LT,Mar 2022,19164.0,-3585.0,-15181.0,Shareholder Returns,1.0,-1.0,-1.0
LT,Mar 2023,22777.0,-8048.0,-11572.0,Shareholder Returns,1.0,-1.0,-1.0
LT,Mar 2024,18266.0,2179.0,-25413.0,Liquidating Assets,1.0,1.0,-1.0
LT,TTM,,,,Mixed,,,
LTIM,Mar 2013,608.0,-224.0,-396.0,Shareholder Returns,1.0,-1.0,-1.0
LTIM,Mar 2014,628.0,180.0,-769.0,Liquidating Assets,1.0,1.0,-1.0
LTIM,Mar 2015,642.0,-103.0,-497.0,Reinvestor,1.0,-1.0,-1.0
LTIM,Mar 2016,858.0,-40.0,-817.0,Shareholder Returns,1.0,-1.0,-1.0
LTIM,Mar 2017,1170.0,-961.0,-33.0,Shareholder Returns,1.0,-1.0,-1.0
LTIM,Mar 2018,844.0,-452.0,-408.0,Reinvestor,1.0,-1.0,-1.0
LTIM,Mar 2019,1395.0,-749.0,-594.0,Reinvestor,1.0,-1.0,-1.0
LTIM,Mar 2020,1644.0,-643.0,-890.0,Shareholder Returns,1.0,-1.0,-1.0
LTIM,Mar 2021,2400.0,-1657.0,-509.0,Shareholder Returns,1.0,-1.0,-1.0
LTIM,Mar 2022,3251.0,-1643.0,-1680.0,Reinvestor,1.0,-1.0,-1.0
LTIM,Mar 2023,3095.0,-271.0,-1932.0,Reinvestor,1.0,-1.0,-1.0
LTIM,Mar 2024,5670.0,-3918.0,-2269.0,Shareholder Returns,1.0,-1.0,-1.0
LTIM,TTM,,,,Mixed,,,
M&M,Mar 2013,-922.0,-2903.0,4508.0,Growth Funded by Debt,-1.0,-1.0,1.0
M&M,Mar 2014,-244.0,-4524.0,5577.0,Growth Funded by Debt,-1.0,-1.0,1.0
M&M,Mar 2015,1055.0,-4357.0,1669.0,Mixed,1.0,-1.0,1.0
M&M,Mar 2016,2385.0,-5506.0,2967.0,Mixed,1.0,-1.0,1.0
M&M,Mar 2017,183.0,-5875.0,6108.0,Mixed,1.0,-1.0,1.0
M&M,Mar 2018,682.0,-5467.0,6314.0,Mixed,1.0,-1.0,1.0
M&M,Mar 2019,-4347.0,-7174.0,13194.0,Growth Funded by Debt,-1.0,-1.0,1.0
M&M,Mar 2020,-1457.0,-6870.0,6933.0,Growth Funded by Debt,-1.0,-1.0,1.0
M&M,Mar 2021,17909.0,-19686.0,406.0,Mixed,1.0,-1.0,1.0
M&M,Mar 2022,9248.0,-3252.0,-5883.0,Shareholder Returns,1.0,-1.0,-1.0
M&M,Mar 2023,-7074.0,-8866.0,15946.0,Growth Funded by Debt,-1.0,-1.0,1.0
M&M,Mar 2024,-5630.0,-5615.0,12281.0,Growth Funded by Debt,-1.0,-1.0,1.0
M&M,TTM,,,,Mixed,,,
MARUTI,Mar 2013,4059.0,-3119.0,-979.0,Shareholder Returns,1.0,-1.0,-1.0
MARUTI,Mar 2014,4995.0,-4997.0,-74.0,Shareholder Returns,1.0,-1.0,-1.0
MARUTI,Mar 2015,6449.0,-4491.0,-2004.0,Shareholder Returns,1.0,-1.0,-1.0
MARUTI,Mar 2016,8482.0,-7230.0,-1237.0,Shareholder Returns,1.0,-1.0,-1.0
MARUTI,Mar 2017,10282.0,-9173.0,-1129.0,Shareholder Returns,1.0,-1.0,-1.0
MARUTI,Mar 2018,11788.0,-8302.0,-3436.0,Shareholder Returns,1.0,-1.0,-1.0
MARUTI,Mar 2019,6601.0,-3540.0,-2948.0,Reinvestor,1.0,-1.0,-1.0
MARUTI,Mar 2020,3496.0,-557.0,-3104.0,Reinvestor,1.0,-1.0,-1.0
MARUTI,Mar 2021,8856.0,-7291.0,-1545.0,Shareholder Returns,1.0,-1.0,-1.0
MARUTI,Mar 2022,1840.0,-239.0,-1607.0,Reinvestor,1.0,-1.0,-1.0
MARUTI,Mar 2023,10815.0,-8820.0,-1214.0,Shareholder Returns,1.0,-1.0,-1.0
MARUTI,Mar 2024,16801.0,-11865.0,-4062.0,Shareholder Returns,1.0,-1.0,-1.0
MARUTI,TTM,,,,Mixed,,,
MOTHERSON,Mar 2013,1486.0,-1089.0,-256.0,Shareholder Returns,1.0,-1.0,-1.0
MOTHERSON,Mar 2014,2695.0,-1372.0,-1080.0,Shareholder Returns,1.0,-1.0,-1.0
MOTHERSON,Mar 2015,3390.0,-2844.0,494.0,Mixed,1.0,-1.0,1.0
MOTHERSON,Mar 2016,2188.0,-1906.0,-263.0,Shareholder Returns,1.0,-1.0,-1.0
MOTHERSON,Mar 2017,3800.0,-6145.0,5518.0,Mixed,1.0,-1.0,1.0
MOTHERSON,Mar 2018,3264.0,-3194.0,-2221.0,Shareholder Returns,1.0,-1.0,-1.0
MOTHERSON,Mar 2019,4312.0,-3318.0,-225.0,Shareholder Returns,1.0,-1.0,-1.0
MOTHERSON,Mar 2020,6352.0,-2220.0,-2803.0,Shareholder Returns,1.0,-1.0,-1.0
MOTHERSON,Mar 2021,5051.0,-1886.0,-2098.0,Shareholder Returns,1.0,-1.0,-1.0
MOTHERSON,Mar 2022,2463.0,-2304.0,-1217.0,Shareholder Returns,1.0,-1.0,-1.0
MOTHERSON,Mar 2023,4643.0,-2248.0,-2734.0,Shareholder Returns,1.0,-1.0,-1.0
MOTHERSON,Mar 2024,7569.0,-6644.0,1281.0,Mixed,1.0,-1.0,1.0
MOTHERSON,TTM,,,,Mixed,,,
NAUKRI,Mar 2013,75.0,-46.0,-12.0,Reinvestor,1.0,-1.0,-1.0
NAUKRI,Mar 2014,81.0,-204.0,130.0,Mixed,1.0,-1.0,1.0
NAUKRI,Mar 2015,51.0,-1051.0,1025.0,Mixed,1.0,-1.0,1.0
NAUKRI,Mar 2016,78.0,-2.0,-66.0,Reinvestor,1.0,-1.0,-1.0
NAUKRI,Mar 2017,213.0,-165.0,-42.0,Reinvestor,1.0,-1.0,-1.0
NAUKRI,Mar 2018,253.0,-149.0,-75.0,Reinvestor,1.0,-1.0,-1.0
NAUKRI,Mar 2019,276.0,-59.0,-78.0,Reinvestor,1.0,-1.0,-1.0
NAUKRI,Mar 2020,350.0,97.0,-143.0,Liquidating Assets,1.0,1.0,-1.0
NAUKRI,Mar 2021,276.0,-2043.0,1880.0,Mixed,1.0,-1.0,1.0
NAUKRI,Mar 2022,707.0,-1177.0,35.0,Mixed,1.0,-1.0,1.0
NAUKRI,Mar 2023,512.0,-358.0,2.0,Mixed,1.0,-1.0,1.0
NAUKRI,Mar 2024,702.0,-852.0,120.0,Mixed,1.0,-1.0,1.0
NAUKRI,TTM,,,,Mixed,,,
NESTLEIND,Dec 2013,1796.0,-441.0,-580.0,Shareholder Returns,1.0,-1.0,-1.0
NESTLEIND,Dec 2014,1644.0,-432.0,-1635.0,Shareholder Returns,1.0,-1.0,-1.0
NESTLEIND,Dec 2015,1098.0,-70.0,-498.0,Shareholder Returns,1.0,-1.0,-1.0
NESTLEIND,Dec 2016,1466.0,-126.0,-666.0,Shareholder Returns,1.0,-1.0,-1.0
NESTLEIND,Dec 2017,1818.0,-131.0,-997.0,Shareholder Returns,1.0,-1.0,-1.0
NESTLEIND,Dec 2018,2052.0,-52.0,-1317.0,Shareholder Returns,1.0,-1.0,-1.0
NESTLEIND,Dec 2019,2295.0,83.0,-3602.0,Liquidating Assets,1.0,1.0,-1.0
NESTLEIND,Dec 2020,2454.0,-321.0,-1956.0,Shareholder Returns,1.0,-1.0,-1.0
NESTLEIND,Dec 2021,2236.0,-1920.0,-2020.0,Shareholder Returns,1.0,-1.0,-1.0
NESTLEIND,Dec 2022,2737.0,-392.0,-2123.0,Shareholder Returns,1.0,-1.0,-1.0
NESTLEIND,Dec 2023,3392.0,-927.0,-2436.0,Shareholder Returns,1.0,-1.0,-1.0
NESTLEIND,Mar 2024,4175.0,-1237.0,-3135.0,Shareholder Returns,1.0,-1.0,-1.0
NESTLEIND,TTM,,,,Mixed,,,
NHPC,Mar 2013,2846.0,-1330.0,-1344.0,Reinvestor,1.0,-1.0,-1.0
NHPC,Mar 2014,3824.0,-1122.0,-4536.0,Shareholder Returns,1.0,-1.0,-1.0
NHPC,Mar 2015,4061.0,-768.0,-2494.0,Shareholder Returns,1.0,-1.0,-1.0
NHPC,Mar 2016,5971.0,-746.0,-4000.0,Shareholder Returns,1.0,-1.0,-1.0
NHPC,Mar 2017,8329.0,-1864.0,-7812.0,Shareholder Returns,1.0,-1.0,-1.0
NHPC,Mar 2018,4696.0,-886.0,-3863.0,Shareholder Returns,1.0,-1.0,-1.0
NHPC,Mar 2019,3824.0,-1182.0,-2637.0,Shareholder Returns,1.0,-1.0,-1.0
NHPC,Mar 2020,2993.0,-2987.0,12.0,Mixed,1.0,-1.0,1.0
NHPC,Mar 2021,5070.0,-1607.0,-3058.0,Shareholder Returns,1.0,-1.0,-1.0
NHPC,Mar 2022,4590.0,-3084.0,-638.0,Shareholder Returns,1.0,-1.0,-1.0
NHPC,Mar 2023,4705.0,-4191.0,-795.0,Shareholder Returns,1.0,-1.0,-1.0
NHPC,Mar 2024,6938.0,-5968.0,-581.0,Shareholder Returns,1.0,-1.0,-1.0
