id,cluster_id,cluster_name,distance_from_centroid
832,0,High-Quality Compounders,0.7232032360767099
844,0,High-Quality Compounders,0.18287988586708956
884,0,High-Quality Compounders,0.6076370767520926
882,0,High-Quality Compounders,0.6076370767520926
881,0,High-Quality Compounders,0.6076370767520926
1131,0,High-Quality Compounders,0.1666561229640029
880,0,High-Quality Compounders,0.6076370767520926
952,0,High-Quality Compounders,0.1291974326516571
1155,0,High-Quality Compounders,0.13353667145768436
964,0,High-Quality Compounders,0.18601954937627813
772,0,High-Quality Compounders,0.18474294648856762
1047,0,High-Quality Compounders,0.059090052047240015
685,0,High-Quality Compounders,0.9822808405926639
691,1,Defensive Dividend Payers,3.1377691599743707
1107,0,High-Quality Compounders,0.15486519474972546
700,0,High-Quality Compounders,0.34717151159280796
1035,0,High-Quality Compounders,0.11309957203830473
1179,0,High-Quality Compounders,0.13600085328517672
1059,0,High-Quality Compounders,0.08295549348085422
712,0,High-Quality Compounders,0.21517067969397538
1023,0,High-Quality Compounders,0.1772156537516229
736,0,High-Quality Compounders,0.06460189462455226
1011,0,High-Quality Compounders,0.16948657081856788
748,0,High-Quality Compounders,0.18604837549218536
987,0,High-Quality Compounders,0.25898690803357677
1167,0,High-Quality Compounders,1.1749263207508902
975,0,High-Quality Compounders,0.1660208538651952
724,0,High-Quality Compounders,0.18330380944269897
883,0,High-Quality Compounders,0.6076370767520926
592,0,High-Quality Compounders,0.18468752608519404
250,0,High-Quality Compounders,0.18339522948640283
544,4,Emerging Growth,2.005445182176207
61,0,High-Quality Compounders,0.10307167545955563
442,0,High-Quality Compounders,0.08821301326746721
226,0,High-Quality Compounders,0.07441119010228817
334,3,Distressed or Turnaround,1.2481580705139108
274,0,High-Quality Compounders,0.09910313386953208
41,0,High-Quality Compounders,0.13416750298570118
322,0,High-Quality Compounders,0.5993530381633432
168,0,High-Quality Compounders,1.2081780067973844
450,0,High-Quality Compounders,1.487300366619466
580,0,High-Quality Compounders,0.5442277415687015
462,0,High-Quality Compounders,0.18402658712245873
180,0,High-Quality Compounders,0.15769244278896852
406,0,High-Quality Compounders,0.18290045566938626
497,0,High-Quality Compounders,0.290946543020261
192,0,High-Quality Compounders,0.18794297696844142
473,0,High-Quality Compounders,0.1767766502692224
556,0,High-Quality Compounders,0.3572846358341555
568,0,High-Quality Compounders,0.21085169662677028
286,0,High-Quality Compounders,0.18117795730121455
202,0,High-Quality Compounders,1.1978606415412119
310,0,High-Quality Compounders,0.5815664408035572
85,0,High-Quality Compounders,0.30940708531345723
298,0,High-Quality Compounders,2.4557656310902862
214,0,High-Quality Compounders,1.3375991995018308
346,0,High-Quality Compounders,0.17478228127865877
604,0,High-Quality Compounders,0.12266039206445375
508,0,High-Quality Compounders,0.9531548486389909
382,0,High-Quality Compounders,0.17684304810182094
126,0,High-Quality Compounders,0.17411551774818246
520,3,Distressed or Turnaround,0.5502100658904032
623,0,High-Quality Compounders,0.37232573798362334
127,0,High-Quality Compounders,0.17411551774818246
532,0,High-Quality Compounders,1.664479535826449
394,0,High-Quality Compounders,0.1662686642804507
29,0,High-Quality Compounders,0.06061593061795407
262,0,High-Quality Compounders,0.18602020200491587
108,0,High-Quality Compounders,0.10976546181032439
418,0,High-Quality Compounders,0.1831283799723063
238,0,High-Quality Compounders,3.301800355708631
358,0,High-Quality Compounders,0.18449094489550155
614,0,High-Quality Compounders,0.1836863342550059
485,3,Distressed or Turnaround,0.49753462148310723
73,0,High-Quality Compounders,0.10307167545955563
12,0,High-Quality Compounders,0.1849467496992343
49,0,High-Quality Compounders,0.28756573049860473
370,0,High-Quality Compounders,0.15175688757887537
13,0,High-Quality Compounders,0.1849467496992343
430,0,High-Quality Compounders,0.14731799435613863
151,0,High-Quality Compounders,0.18478925131216486
150,0,High-Quality Compounders,0.18478925131216486
521,3,Distressed or Turnaround,0.76850951527179
941,0,High-Quality Compounders,0.460486637750746
486,3,Distressed or Turnaround,0.817923314117816
509,0,High-Quality Compounders,0.7789063058950121
287,0,High-Quality Compounders,0.1563097945456242
749,0,High-Quality Compounders,0.18717830005529631
953,0,High-Quality Compounders,0.13003070654276913
737,0,High-Quality Compounders,0.06696984462761295
924,0,High-Quality Compounders,0.05094528460973219
925,0,High-Quality Compounders,0.05094528460973219
263,0,High-Quality Compounders,0.1880198494343119
62,0,High-Quality Compounders,0.10018801144645216
275,0,High-Quality Compounders,0.06717705022133989
498,0,High-Quality Compounders,0.2809341487095232
30,0,High-Quality Compounders,0.07252841823544791
50,0,High-Quality Compounders,0.32412222493008275
299,0,High-Quality Compounders,2.6425553929607903
407,0,High-Quality Compounders,0.18395851352149975
833,0,High-Quality Compounders,0.7728856566094413
395,0,High-Quality Compounders,0.17640340625290593
821,0,High-Quality Compounders,0.14261439074279444
383,0,High-Quality Compounders,0.1851249684658772
845,0,High-Quality Compounders,0.17944088787525866
419,0,High-Quality Compounders,0.17494496112475802
371,0,High-Quality Compounders,0.1738035025346391
809,0,High-Quality Compounders,0.07125847814424416
359,0,High-Quality Compounders,0.1853616235151575
431,0,High-Quality Compounders,0.15151026467482342
347,0,High-Quality Compounders,0.17902623952293217
335,3,Distressed or Turnaround,0.6198320087612312
761,0,High-Quality Compounders,0.10290014190155111
797,0,High-Quality Compounders,0.13322308779236164
443,0,High-Quality Compounders,0.0817263253124651
323,0,High-Quality Compounders,0.6211808353735215
451,0,High-Quality Compounders,1.7442785887931833
885,0,High-Quality Compounders,0.4951479267001479
886,0,High-Quality Compounders,0.4951479267001479
887,0,High-Quality Compounders,0.4951479267001479
888,0,High-Quality Compounders,0.4951479267001479
889,0,High-Quality Compounders,0.4951479267001479
773,0,High-Quality Compounders,0.1916592447124683
474,0,High-Quality Compounders,0.17326275507185446
1132,0,High-Quality Compounders,0.1799644097722712
311,0,High-Quality Compounders,0.47281192758803103
1156,0,High-Quality Compounders,0.14257823388776444
42,0,High-Quality Compounders,0.13517260294016564
463,0,High-Quality Compounders,0.18485252140533706
251,0,High-Quality Compounders,0.17915960144294976
725,0,High-Quality Compounders,0.1708560698124857
203,0,High-Quality Compounders,1.424959844347726
1012,0,High-Quality Compounders,0.17428395697273869
686,0,High-Quality Compounders,0.9598597869900412
569,0,High-Quality Compounders,0.19654925978261772
193,0,High-Quality Compounders,0.1874099201613838
1024,0,High-Quality Compounders,0.18108942342095719
181,0,High-Quality Compounders,0.1482369804156213
674,0,High-Quality Compounders,0.07223304801401394
1036,0,High-Quality Compounders,0.08387855349338103
581,0,High-Quality Compounders,0.4330349811595181
169,0,High-Quality Compounders,1.9223991686296966
1048,0,High-Quality Compounders,0.06507659122221718
662,0,High-Quality Compounders,0.1261151839186177
593,0,High-Quality Compounders,0.1789244981565017
153,0,High-Quality Compounders,0.18416373634219257
1060,0,High-Quality Compounders,0.08325718355796594
15,0,High-Quality Compounders,0.1790301122806281
109,0,High-Quality Compounders,0.10838139683833675
624,0,High-Quality Compounders,0.4333965916324108
128,0,High-Quality Compounders,0.17548644844304687
129,0,High-Quality Compounders,0.17548644844304687
636,0,High-Quality Compounders,0.18439116009325052
1180,0,High-Quality Compounders,0.7930821116884372
692,1,Defensive Dividend Payers,3.1377691599743343
615,0,High-Quality Compounders,0.18205161386547447
1091,0,High-Quality Compounders,0.17317722032902644
1092,0,High-Quality Compounders,0.17317722032902644
605,0,High-Quality Compounders,0.09771315327933959
648,0,High-Quality Compounders,0.11044901534904944
152,0,High-Quality Compounders,0.18416373634219257
14,0,High-Quality Compounders,0.1790301122806281
1072,0,High-Quality Compounders,0.17456223334611723
215,0,High-Quality Compounders,2.3791714404097353
1144,0,High-Quality Compounders,0.10896095542808872
86,0,High-Quality Compounders,0.5001771344281755
227,0,High-Quality Compounders,0.10271020390647081
713,0,High-Quality Compounders,0.20061293004047562
988,0,High-Quality Compounders,0.23738726430632612
976,0,High-Quality Compounders,0.1694909893641468
239,0,High-Quality Compounders,2.8370999148657208
74,0,High-Quality Compounders,0.10018801144645216
533,3,Distressed or Turnaround,1.6024266295762508
1120,0,High-Quality Compounders,0.09648596342618894
545,4,Emerging Growth,0.9296595856138776
1168,0,High-Quality Compounders,0.9934424526351918
965,0,High-Quality Compounders,0.1863098558423152
557,0,High-Quality Compounders,0.3744339313382736
1108,0,High-Quality Compounders,0.14446354200756933
701,0,High-Quality Compounders,0.14774076802791378
966,0,High-Quality Compounders,0.18684906293208733
336,3,Distressed or Turnaround,0.18040610642656787
1061,0,High-Quality Compounders,0.10141369443703017
348,0,High-Quality Compounders,0.17994386770017864
51,0,High-Quality Compounders,0.6894481157263045
228,0,High-Quality Compounders,0.09071073871395238
1093,0,High-Quality Compounders,0.17716505762021284
396,0,High-Quality Compounders,0.17466200363706796
252,0,High-Quality Compounders,0.1800822405112604
942,0,High-Quality Compounders,0.41669973246671305
264,0,High-Quality Compounders,0.18877667493921713
977,0,High-Quality Compounders,0.17564429089647293
372,0,High-Quality Compounders,0.17527669493444073
834,0,High-Quality Compounders,0.6766202161289792
846,0,High-Quality Compounders,0.1809342150421707
954,0,High-Quality Compounders,0.15883184495065863
1073,0,High-Quality Compounders,0.17524554971337225
131,0,High-Quality Compounders,0.17787739633376717
384,0,High-Quality Compounders,0.1856627956306334
130,0,High-Quality Compounders,0.17787739633376717
360,0,High-Quality Compounders,0.18521645847238027
240,0,High-Quality Compounders,3.0474888479395976
154,0,High-Quality Compounders,0.18561737889828547
87,0,High-Quality Compounders,0.14675870049382603
204,0,High-Quality Compounders,1.1816301730955656
288,0,High-Quality Compounders,0.13372811285463224
300,0,High-Quality Compounders,3.62033604659055
1013,0,High-Quality Compounders,0.1829970802566072
194,0,High-Quality Compounders,0.18800307726261223
1133,0,High-Quality Compounders,0.1835198602407238
1109,0,High-Quality Compounders,0.1313021537139048
894,0,High-Quality Compounders,0.3499354834955128
893,0,High-Quality Compounders,0.3499354834955128
892,0,High-Quality Compounders,0.3499354834955128
891,0,High-Quality Compounders,0.3499354834955128
1121,0,High-Quality Compounders,0.1224889546474209
1025,0,High-Quality Compounders,0.1803834059500996
182,0,High-Quality Compounders,0.11263191082785594
926,0,High-Quality Compounders,0.05407305623576457
927,0,High-Quality Compounders,0.05407305623576457
75,0,High-Quality Compounders,0.10044180690155222
989,0,High-Quality Compounders,0.21368810530696838
1037,0,High-Quality Compounders,0.08810382353588687
312,0,High-Quality Compounders,0.5209223199985594
170,0,High-Quality Compounders,0.66542586622223
63,0,High-Quality Compounders,0.10044180690155222
1049,0,High-Quality Compounders,0.060098587889019624
1094,0,High-Quality Compounders,0.17716505762021284
324,0,High-Quality Compounders,0.8112662442532064
155,0,High-Quality Compounders,0.18561737889828547
276,0,High-Quality Compounders,0.10556720503481641
216,0,High-Quality Compounders,1.549436782813833
890,0,High-Quality Compounders,0.3499354834955128
110,0,High-Quality Compounders,0.12450012513470353
606,0,High-Quality Compounders,0.10810976022751695
570,0,High-Quality Compounders,0.19291876684325407
43,0,High-Quality Compounders,0.12029258830796703
534,3,Distressed or Turnaround,1.2759387387039243
798,0,High-Quality Compounders,0.13553806028931084
444,0,High-Quality Compounders,0.10058303556184675
726,0,High-Quality Compounders,0.175743255293331
649,0,High-Quality Compounders,0.11777453752230078
452,0,High-Quality Compounders,1.9091611301733722
522,3,Distressed or Turnaround,0.1921585832475958
675,0,High-Quality Compounders,0.08928371410669246
464,0,High-Quality Compounders,0.17776303504653515
510,0,High-Quality Compounders,0.7769301254078719
738,0,High-Quality Compounders,0.06636565489905992
774,0,High-Quality Compounders,0.18324460627422395
582,0,High-Quality Compounders,0.6009177485044533
594,0,High-Quality Compounders,0.17901367012474378
663,0,High-Quality Compounders,0.14660354083708707
499,0,High-Quality Compounders,0.29150499043703326
31,0,High-Quality Compounders,0.07882947212767882
475,0,High-Quality Compounders,0.1770765392233187
750,0,High-Quality Compounders,0.1874878552287103
17,0,High-Quality Compounders,0.1796063269038715
1157,0,High-Quality Compounders,0.15053192288715928
762,0,High-Quality Compounders,0.11738715462455795
16,0,High-Quality Compounders,0.1796063269038715
432,0,High-Quality Compounders,0.1708844881796466
714,0,High-Quality Compounders,0.19351832799358887
487,3,Distressed or Turnaround,0.47751028029553594
625,0,High-Quality Compounders,0.5319296687287707
408,0,High-Quality Compounders,0.18595127245187215
546,4,Emerging Growth,0.8546381617510457
1145,0,High-Quality Compounders,0.0868687196598802
822,0,High-Quality Compounders,0.14325469210026684
810,0,High-Quality Compounders,0.0718828481621722
637,0,High-Quality Compounders,0.18470264832935693
693,0,High-Quality Compounders,0.18142007644124974
687,0,High-Quality Compounders,1.8651715608661892
420,0,High-Quality Compounders,0.17630887427805772
616,0,High-Quality Compounders,0.1830384378348095
702,0,High-Quality Compounders,0.14623498166527132
1181,0,High-Quality Compounders,1.0351133304345095
1169,0,High-Quality Compounders,1.0114155612456586
558,0,High-Quality Compounders,0.4249073992187079
978,0,High-Quality Compounders,0.17944896764804566
500,0,High-Quality Compounders,0.2341564629199019
943,0,High-Quality Compounders,0.33514557479852597
1038,0,High-Quality Compounders,0.11696815865037503
171,0,High-Quality Compounders,0.7750258721167579
739,0,High-Quality Compounders,0.07091706671806923
1110,0,High-Quality Compounders,0.12564712643615886
583,0,High-Quality Compounders,0.41864778603663333
64,0,High-Quality Compounders,0.10444382451368069
559,0,High-Quality Compounders,0.2632598535280961
929,0,High-Quality Compounders,0.06179151361236724
928,0,High-Quality Compounders,0.06179151361236724
751,0,High-Quality Compounders,0.18804245160135938
1096,0,High-Quality Compounders,0.1778360318114134
1095,0,High-Quality Compounders,0.1778360318114134
1158,0,High-Quality Compounders,0.1698254918026792
277,0,High-Quality Compounders,0.09285053302945873
205,3,Distressed or Turnaround,1.586893262085156
703,0,High-Quality Compounders,0.1181925094330151
265,0,High-Quality Compounders,0.18696963014802812
715,0,High-Quality Compounders,0.1781423795589154
229,0,High-Quality Compounders,0.05748200246256627
195,0,High-Quality Compounders,0.18811748073090226
535,3,Distressed or Turnaround,1.0490044374537328
547,4,Emerging Growth,2.550476783123346
571,0,High-Quality Compounders,0.44318747569465144
967,0,High-Quality Compounders,0.18710211507714267
1026,0,High-Quality Compounders,0.18172422444098368
523,3,Distressed or Turnaround,1.8623515347155981
217,0,High-Quality Compounders,1.003888715333515
688,0,High-Quality Compounders,1.595618024271181
241,0,High-Quality Compounders,2.976700137868706
488,3,Distressed or Turnaround,0.5897215739894404
727,0,High-Quality Compounders,0.18251831014806988
19,0,High-Quality Compounders,0.1796412741288375
183,0,High-Quality Compounders,0.143376662010006
253,0,High-Quality Compounders,0.17660888715439557
1122,0,High-Quality Compounders,0.1362686064077871
955,0,High-Quality Compounders,0.1577026900217458
990,0,High-Quality Compounders,0.1757770437524574
676,0,High-Quality Compounders,0.10190997550098217
1170,0,High-Quality Compounders,1.0285374915436227
511,0,High-Quality Compounders,0.6327528412346459
1014,0,High-Quality Compounders,0.18661262334305176
76,0,High-Quality Compounders,0.10444382451368069
18,0,High-Quality Compounders,0.1796412741288375
397,0,High-Quality Compounders,0.17425711100816385
763,0,High-Quality Compounders,0.13862826357053334
88,0,High-Quality Compounders,0.050778977168987695
1062,0,High-Quality Compounders,0.1315450390871629
1146,0,High-Quality Compounders,0.11484598095816412
453,0,High-Quality Compounders,2.8452339340118837
313,0,High-Quality Compounders,0.614796880338439
847,0,High-Quality Compounders,0.18077495628794318
617,0,High-Quality Compounders,0.17836045283013252
650,0,High-Quality Compounders,0.1570424880748925
421,0,High-Quality Compounders,0.17471761281491405
445,0,High-Quality Compounders,0.1138488507618037
325,0,High-Quality Compounders,0.867113718813821
289,0,High-Quality Compounders,0.10389320512284235
607,0,High-Quality Compounders,0.11204980267837744
799,0,High-Quality Compounders,0.13255374391061553
337,3,Distressed or Turnaround,1.195322141841859
132,0,High-Quality Compounders,0.1761912628670089
373,0,High-Quality Compounders,0.1808746734193532
52,0,High-Quality Compounders,1.4129363375844524
133,0,High-Quality Compounders,0.1761912628670089
811,0,High-Quality Compounders,0.0778442252896299
349,0,High-Quality Compounders,0.17593696540025924
111,0,High-Quality Compounders,0.13116593341679203
638,0,High-Quality Compounders,0.18419476217906283
433,0,High-Quality Compounders,0.1753502369450634
1074,0,High-Quality Compounders,0.17466099665096255
409,0,High-Quality Compounders,0.18636846600554902
465,0,High-Quality Compounders,0.17766679144419192
595,0,High-Quality Compounders,0.1780135196194348
694,0,High-Quality Compounders,0.18241186891055058
1050,0,High-Quality Compounders,0.055469246588972204
301,0,High-Quality Compounders,2.776203220802689
664,0,High-Quality Compounders,0.14977065983570834
835,0,High-Quality Compounders,0.5476548228971077
476,0,High-Quality Compounders,0.17726691187759383
1182,0,High-Quality Compounders,0.23123685938926478
44,0,High-Quality Compounders,0.06885057442968066
1134,0,High-Quality Compounders,0.06637460572255964
626,0,High-Quality Compounders,0.569106349361783
32,0,High-Quality Compounders,0.0786782343932892
156,0,High-Quality Compounders,0.1850080192470168
157,0,High-Quality Compounders,0.1850080192470168
899,0,High-Quality Compounders,0.24769020017250765
385,0,High-Quality Compounders,0.18404208510776934
898,0,High-Quality Compounders,0.24769020017250765
897,0,High-Quality Compounders,0.24769020017250765
896,0,High-Quality Compounders,0.24769020017250765
895,0,High-Quality Compounders,0.24769020017250765
775,0,High-Quality Compounders,0.17930727518118214
823,0,High-Quality Compounders,0.15017698412994882
361,0,High-Quality Compounders,0.18444139285237265
89,0,High-Quality Compounders,0.07535491085467289
689,0,High-Quality Compounders,1.081666184275714
206,3,Distressed or Turnaround,0.4607382842816241
112,0,High-Quality Compounders,0.13493123390179942
618,0,High-Quality Compounders,0.1792197715983933
1015,0,High-Quality Compounders,0.1772733859745178
665,0,High-Quality Compounders,0.09317816364541108
1075,0,High-Quality Compounders,0.17441597776769197
1051,0,High-Quality Compounders,0.06281532619172013
159,0,High-Quality Compounders,0.18500478147250027
584,0,High-Quality Compounders,0.5397846866395971
158,0,High-Quality Compounders,0.18500478147250027
1183,0,High-Quality Compounders,1.2317476609048366
172,3,Distressed or Turnaround,0.9891146569662591
1097,0,High-Quality Compounders,0.17859951267732865
1039,0,High-Quality Compounders,0.0793780770895605
596,0,High-Quality Compounders,0.1746475231190546
1098,0,High-Quality Compounders,0.17859951267732865
560,0,High-Quality Compounders,0.2987361106274936
1063,0,High-Quality Compounders,0.1281022586017918
653,0,High-Quality Compounders,0.19063164174384717
651,0,High-Quality Compounders,0.16257037062295304
184,0,High-Quality Compounders,0.18526886610278048
135,0,High-Quality Compounders,0.17490879474733892
572,0,High-Quality Compounders,0.3755488054876627
134,0,High-Quality Compounders,0.17490879474733892
608,0,High-Quality Compounders,0.1110743909508637
1171,0,High-Quality Compounders,0.9842302169096845
639,0,High-Quality Compounders,0.18352700232175206
196,0,High-Quality Compounders,0.18773022339198794
677,0,High-Quality Compounders,0.10117020353251115
1027,0,High-Quality Compounders,0.18096046053322357
627,0,High-Quality Compounders,0.5614523062472551
1111,0,High-Quality Compounders,0.12386184819527174
33,0,High-Quality Compounders,0.07405592005131788
466,0,High-Quality Compounders,0.1837661876080635
776,0,High-Quality Compounders,0.19013525711391552
900,0,High-Quality Compounders,0.20928714978103394
901,0,High-Quality Compounders,0.20928714978103394
902,0,High-Quality Compounders,0.20928714978103394
903,0,High-Quality Compounders,0.20928714978103394
904,0,High-Quality Compounders,0.20928714978103394
53,0,High-Quality Compounders,0.40853393561000734
477,0,High-Quality Compounders,0.1792944041768434
302,0,High-Quality Compounders,2.1327910370283902
764,0,High-Quality Compounders,0.14318010326445535
290,0,High-Quality Compounders,0.11298318376010032
489,3,Distressed or Turnaround,2.189988856213452
695,0,High-Quality Compounders,0.17961832634076913
454,0,High-Quality Compounders,2.8085024858747594
314,0,High-Quality Compounders,0.7454277680885301
1135,0,High-Quality Compounders,0.06714881315800042
446,0,High-Quality Compounders,0.09227474581365006
824,0,High-Quality Compounders,0.14959871107152622
836,0,High-Quality Compounders,0.5250288074983038
45,0,High-Quality Compounders,0.078038613302859
386,0,High-Quality Compounders,0.1836225094271878
410,0,High-Quality Compounders,0.18413590923446144
848,0,High-Quality Compounders,0.18181846662216916
1147,0,High-Quality Compounders,0.14699208203033082
752,0,High-Quality Compounders,0.1863017240982202
374,0,High-Quality Compounders,0.1824807657614819
362,0,High-Quality Compounders,0.18678403045508904
422,0,High-Quality Compounders,0.16770219134294695
350,0,High-Quality Compounders,0.17575388229077674
434,0,High-Quality Compounders,0.18107409166139332
800,0,High-Quality Compounders,0.1287295542552698
338,3,Distressed or Turnaround,4.825580115139657
326,0,High-Quality Compounders,0.9539843020219018
812,0,High-Quality Compounders,0.08068346870427841
930,0,High-Quality Compounders,0.07607780167369506
1159,0,High-Quality Compounders,0.17275991752888786
278,0,High-Quality Compounders,0.09824917574818585
536,3,Distressed or Turnaround,0.8131948194310399
716,0,High-Quality Compounders,0.17226384777750609
230,0,High-Quality Compounders,0.07105697326235091
20,0,High-Quality Compounders,0.18079808588147764
218,0,High-Quality Compounders,1.440867049100718
21,0,High-Quality Compounders,0.18079808588147764
931,0,High-Quality Compounders,0.07607780167369506
968,0,High-Quality Compounders,0.18704043981801408
548,0,High-Quality Compounders,3.2553562668362392
524,3,Distressed or Turnaround,0.8104545785382533
242,0,High-Quality Compounders,3.4168047825956096
704,0,High-Quality Compounders,0.13727452253204417
728,0,High-Quality Compounders,0.17698281268988952
991,0,High-Quality Compounders,0.12855054442810895
956,0,High-Quality Compounders,0.14097738563490902
512,0,High-Quality Compounders,0.784555359407522
254,0,High-Quality Compounders,0.17324325632787968
1123,0,High-Quality Compounders,0.12064737382868428
266,0,High-Quality Compounders,0.18673761141973425
77,0,High-Quality Compounders,0.10228764268811785
944,0,High-Quality Compounders,0.3400374939281479
740,0,High-Quality Compounders,0.06860611128954328
65,0,High-Quality Compounders,0.10228764268811785
501,0,High-Quality Compounders,0.18265350063033997
398,0,High-Quality Compounders,0.1812238746601344
979,0,High-Quality Compounders,0.17614084356986204
90,0,High-Quality Compounders,0.11847669414001848
46,0,High-Quality Compounders,0.07402569724543276
78,0,High-Quality Compounders,0.11749462385582568
1112,0,High-Quality Compounders,0.05848879499702477
34,0,High-Quality Compounders,0.07577754977922632
101,0,High-Quality Compounders,0.18620383101001556
66,0,High-Quality Compounders,0.11749462385582568
1136,0,High-Quality Compounders,0.1491381254234523
22,0,High-Quality Compounders,0.1813277958369037
1172,0,High-Quality Compounders,0.8319171317373579
1100,0,High-Quality Compounders,0.18096044639530856
1099,0,High-Quality Compounders,0.18096044639530856
54,0,High-Quality Compounders,0.3441149031095144
1124,0,High-Quality Compounders,0.14010617392145416
1160,0,High-Quality Compounders,0.17319697502792222
1148,0,High-Quality Compounders,0.1289950794420623
23,0,High-Quality Compounders,0.1813277958369037
905,0,High-Quality Compounders,0.11107211677354102
1076,0,High-Quality Compounders,0.17369562319689477
490,4,Emerging Growth,0.832748718866152
765,0,High-Quality Compounders,0.1311124867559067
478,0,High-Quality Compounders,0.17838059550419486
467,0,High-Quality Compounders,0.18302611297032423
777,0,High-Quality Compounders,0.18943551560123661
455,0,High-Quality Compounders,3.2726964211597984
789,0,High-Quality Compounders,0.17582773856591974
447,0,High-Quality Compounders,0.0791195405514151
435,0,High-Quality Compounders,0.17322695137985464
753,0,High-Quality Compounders,0.18631713422245336
801,0,High-Quality Compounders,0.12606045859703288
813,0,High-Quality Compounders,0.08220820921667231
411,0,High-Quality Compounders,0.18324304157658425
825,0,High-Quality Compounders,0.1519237914096063
399,0,High-Quality Compounders,0.18014548160477906
837,0,High-Quality Compounders,0.49327824211056553
387,0,High-Quality Compounders,0.1845505055006068
849,0,High-Quality Compounders,0.1818392462970509
375,0,High-Quality Compounders,0.17952561295624742
363,0,High-Quality Compounders,0.1873937208516672
423,0,High-Quality Compounders,0.16584847204727823
351,0,High-Quality Compounders,0.17531977116212139
502,0,High-Quality Compounders,0.20692271155952938
513,0,High-Quality Compounders,0.9916980071239382
628,0,High-Quality Compounders,0.4833885356526149
619,0,High-Quality Compounders,0.18133114964848482
640,0,High-Quality Compounders,0.18361300177065398
609,0,High-Quality Compounders,0.13004150046277946
652,0,High-Quality Compounders,0.159090166974048
654,0,High-Quality Compounders,0.19073328428690806
597,0,High-Quality Compounders,0.17621801243456367
666,0,High-Quality Compounders,0.0829235842175562
585,0,High-Quality Compounders,0.6638271844092787
741,0,High-Quality Compounders,0.06930785800160766
573,0,High-Quality Compounders,0.38778944094912676
561,0,High-Quality Compounders,0.5137164175809262
690,0,High-Quality Compounders,2.5032565224974137
696,0,High-Quality Compounders,0.1807547663243556
549,0,High-Quality Compounders,2.6634332365515974
705,0,High-Quality Compounders,0.15536154246328912
537,3,Distressed or Turnaround,0.7204536219622758
717,0,High-Quality Compounders,0.1714618958222763
525,3,Distressed or Turnaround,1.0339606917695532
729,0,High-Quality Compounders,0.17693965133688358
678,0,High-Quality Compounders,0.10514686876633654
113,0,High-Quality Compounders,0.12991044826222414
339,3,Distressed or Turnaround,5.522795706094242
315,0,High-Quality Compounders,0.9215694106815118
327,0,High-Quality Compounders,1.1862786999870651
207,3,Distressed or Turnaround,0.32034063113305644
1016,0,High-Quality Compounders,0.18271365959528835
197,0,High-Quality Compounders,0.18745960713111598
1028,0,High-Quality Compounders,0.17230409085170112
185,0,High-Quality Compounders,0.2019297845353157
992,0,High-Quality Compounders,0.14419729215434235
173,3,Distressed or Turnaround,1.2873162285888649
161,0,High-Quality Compounders,0.1790423661863185
160,0,High-Quality Compounders,0.1790423661863185
1052,0,High-Quality Compounders,0.07160283382209158
1064,0,High-Quality Compounders,0.1254177489865777
137,0,High-Quality Compounders,0.17337231354690086
136,0,High-Quality Compounders,0.17337231354690086
1040,0,High-Quality Compounders,0.08593422318283334
219,0,High-Quality Compounders,1.0902094845913881
1184,3,Distressed or Turnaround,0.8521715503789029
231,0,High-Quality Compounders,0.061112672526438844
906,0,High-Quality Compounders,0.11107211677354102
907,0,High-Quality Compounders,0.11107211677354102
908,0,High-Quality Compounders,0.11107211677354102
909,0,High-Quality Compounders,0.11107211677354102
303,0,High-Quality Compounders,1.7548457550059187
291,0,High-Quality Compounders,0.13929461556955217
932,0,High-Quality Compounders,0.08453214840077733
933,0,High-Quality Compounders,0.08453214840077733
279,0,High-Quality Compounders,0.12703221443102553
267,0,High-Quality Compounders,0.18507692014652324
945,0,High-Quality Compounders,0.33006248485644857
255,0,High-Quality Compounders,0.16358913084112836
980,0,High-Quality Compounders,0.18226985969046677
957,0,High-Quality Compounders,0.1449202195488727
243,0,High-Quality Compounders,4.082633330736591
969,0,High-Quality Compounders,0.18716798168961685
993,0,High-Quality Compounders,0.18487369569816228
994,0,High-Quality Compounders,0.18690225350432133
995,0,High-Quality Compounders,0.18445971799302463
996,0,High-Quality Compounders,0.18121400990244083
997,0,High-Quality Compounders,0.18665019939946184
998,0,High-Quality Compounders,0.18761613588172193
999,0,High-Quality Compounders,0.18729506021278422
1000,0,High-Quality Compounders,0.18832895221316848
1001,0,High-Quality Compounders,0.18767217796690974
1002,0,High-Quality Compounders,0.18582515474935157
1003,0,High-Quality Compounders,0.18558758261218697
1004,0,High-Quality Compounders,0.18458974373042844
